Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Vahagni district, Sevak st",Yerevan, Vahagni district, Sevak st,350000,1400,2307.0,250,7,2,3,Stone,3.0,Newly repaired,24.12.2020,22.11.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Roadside,Playground,Park",https://myrealty.am/en/house-for-sale/Sevak+st/Vahagni+district/Yerevan/105934,0,0,,,for sale,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"Yerevan, Vahagni district, Hatis",Yerevan, Vahagni district, Hatis,530000,650,1877.0,815,7,3,5,Monolit,3.0,Newly repaired,21.12.2020,21.12.2020,08.05.2022,40.3349026,44.7329532,"Հատիս, Աբովյանի տարածաշրջան, Կոտայքի մարզ, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Tile,Parquet,Heatedfloor,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Hatis/Vahagni+district/Yerevan/105828,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Vahagni district, Hatis",Yerevan, Vahagni district, Hatis,670000,870,1712.0,770,7,3,5,Monolit,3.0,Newly repaired,21.12.2020,21.12.2020,08.05.2022,40.3349026,44.7329532,"Հատիս, Աբովյանի տարածաշրջան, Կոտայքի մարզ, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Gate,Fence,Elevator",https://myrealty.am/en/new-build-house-for-sale/Hatis/Vahagni+district/Yerevan/105825,0,0,,,for sale,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
"Yerevan, Vahagni district, Hatis",Yerevan, Vahagni district, Hatis,750000,974,1962.0,770,7,3,5,Monolit,3.2,Newly repaired,21.12.2020,16.01.2022,08.05.2022,40.3349026,44.7329532,"Հատիս, Աբովյանի տարածաշրջան, Կոտայքի մարզ, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Parking,Park",https://myrealty.am/en/new-build-house-for-sale/Hatis/Vahagni+district/Yerevan/105814,0,0,,,for sale,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1
"Yerevan, Vahagni district, Hatis",Yerevan, Vahagni district, Hatis,530000,650,2123.0,815,7,3,5,Monolit,3.0,Newly repaired,19.12.2020,29.07.2021,08.05.2022,40.3349026,44.7329532,"Հատիս, Աբովյանի տարածաշրջան, Կոտայքի մարզ, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Loggia,Basement,Tile,Laminateflooring,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Garage,Playground,Park",https://myrealty.am/en/new-build-house-for-sale/Hatis/Vahagni+district/Yerevan/105762,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, Ghapantsian St",Yerevan, Arabkir, Ghapantsian St,160000,320,2387.0,500,4,1,1,Monolit,3.0,Newly repaired,19.12.2020,22.07.2021,08.05.2022,40.2193467,44.5249737,"5/6, Ղափանցյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Sunny,View,Roadside,Parking",https://myrealty.am/en/new-build-house-for-sale/Ghapantsian+St/Arabkir/Yerevan/105730,0,0,,,for sale,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
"Kotayk, Tsaghkadzor, Khachatur Kechareci",Kotayk, Tsaghkadzor, Khachatur Kechareci,130000,118,671.0,1100,7,2,2,Stone,3.0,Good,18.12.2020,18.12.2020,08.05.2022,40.5317434,44.7159759,"Օլիմպիական փողոց, Ծաղկա‎ձոր, Կոտայքի մարզ, 2310, Հայաստան","Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Openbalcony,Storageroom,Basement,Garage,Buildingexistence",https://myrealty.am/en/house-for-sale/Khachatur+Kechareci/Tsaghkadzor/Kotayk/105883,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Yerevan, Norq Marash, Norq 2 alley",Yerevan, Norq Marash, Norq 2 alley,150000,1250,2211.0,120,5,3,1,Stone,3.0,Newly repaired,18.12.2020,16.04.2021,08.05.2022,40.1842064,44.5378543,"Նորք-Մարաշ բժշկական կենտրոն, Նորքի Այգիներ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water",Basement,https://myrealty.am/en/house-for-sale/Norq+2+alley/Norq+Marash/Yerevan/105724,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Mamikoniants St",Yerevan, Arabkir, Mamikoniants St,260000,881,2142.0,295,4,2,2,Stone,3.0,Newly repaired,17.12.2020,16.07.2021,08.05.2022,40.2078688,44.5266007,"3, Մամիկոնյանց փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Openbalcony,Tile,Bilateral,Gate,Fence",https://myrealty.am/en/house-for-sale/Mamikoniants+St/Arabkir/Yerevan/105686,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Avan, Paruyr Sevak dis.",Yerevan, Avan, Paruyr Sevak dis.,185000,463,2046.0,400,5,2,3,Monolit,3.0,Zero condition,15.12.2020,07.07.2021,08.05.2022,40.2284687,44.5793544,"29, Պարույր Սևակ թաղ 1-ին փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Hotwater,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Heatedfloor,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Park,Buildingexistence,Gate",https://myrealty.am/en/new-build-house-for-sale/Paruyr+Sevak+dis./Avan/Yerevan/105565,0,0,,,for sale,house,myrealty.am,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1
"Yerevan, Nor Norq, Bagrevand district",Yerevan, Nor Norq, Bagrevand district,700000,700,1258.0,1000,5,2,3,Stone,3.0,Newly repaired,12.12.2020,17.07.2021,08.05.2022,40.2011412,44.5826291,"32, Բագրևանդի փողոց, Բագրևանդ, Նոր Նորքի 2-րդ զանգված, Նոր Նորք, Երևան, 0067, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Sunny,Roadside",https://myrealty.am/en/house-for-sale/Bagrevand+district/Nor+Norq/Yerevan/105437,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Yerevan, Center, Arhestavorneri 1 St",Yerevan, Center, Arhestavorneri 1 St,185000,902,2421.0,205,4,1,2,Stone,2.8,Good,12.12.2020,08.04.2021,08.05.2022,40.1701756,44.514744,"27/2, Տիգրան Մեծի պողոտա, Կենտրոն, Երևան, 0018, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Basement",https://myrealty.am/en/house-for-sale/Arhestavorneri+1+St/Center/Yerevan/105548,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Nikol Duman St",Yerevan, Arabkir, Nikol Duman St,200000,526,1859.0,380,6,3,3,Stone,3.0,Newly repaired,10.12.2020,16.07.2021,08.05.2022,40.197831,44.4887875,"15, Նիկոլ Դումանի փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Tile,Parquet,Sunny,View,Bilateral,Closetothebusstation,Buildingexistence,Fence",https://myrealty.am/en/house-for-sale/Nikol+Duman+St/Arabkir/Yerevan/105365,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"Kotayk, Yeghvard, Safaryan str",Kotayk, Yeghvard, Safaryan str,51000,28,1545.0,1800,7,1,1,Stone,3.0,Good,10.12.2020,10.12.2020,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Irrigation,Sewerage,Canalization,Electricity,Gas,Water","Furniture,Storageroom,Basement,Parquet,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/house-for-sale/Safaryan+str/Yeghvard/Kotayk/105351,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1
"Yerevan, Malatia-Sebastia, Haghtanak vill 1 St",Yerevan, Malatia-Sebastia, Haghtanak vill 1 St,112000,320,2129.0,350,6,1,1,Monolit,3.2,Newly repaired,09.12.2020,13.04.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Basement,Tile,Laminateflooring,Roadside,Closetothebusstation,Garage",https://myrealty.am/en/house-for-sale/Haghtanak+vill+1+St/Malatia-Sebastia/Yerevan/105340,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"Aragatsotn, Ashtarak, Ashtarak",Aragatsotn, Ashtarak, Ashtarak,51000,39,1545.0,1300,6,1,1,Stone,2.8,Good,07.12.2020,07.12.2020,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Irrigation,Water","Fence,Garage,Roadside,Closetothebusstation,View,Basement",https://myrealty.am/en/house-for-sale/Ashtarak/Ashtarak/Aragatsotn/105228,0,0,,,for sale,house,bars.am,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Yerevan, Center, Nalbandyan St",Yerevan, Center, Nalbandyan St,75000,750,2083.0,100,4,1,1,Stone,2.6,Good,01.12.2020,02.03.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Attic,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Gym,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence,Highfirstfloor,Elevator,Sauna",https://myrealty.am/en/house-for-sale/Nalbandyan+St/Center/Yerevan/105020,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"Yerevan, Center, Tairov St",Yerevan, Center, Tairov St,150000,600,2548.0,250,4,2,2,Stone,3.0,Good,01.12.2020,20.04.2021,08.05.2022,40.17271046,44.49791222,"40/5, Ադմիրալ Իսակովի պողոտա, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-sale/Tairov+St/Center/Yerevan/105015,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,2000000,1538,2802.0,1300,5,2,4,Monolit,3.2,Newly repaired,29.11.2020,24.03.2022,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Loggia,Openbalcony,Tile,Laminateflooring,Parquet,Securitysystem,View,Roadside,Closetothebusstation,Parking,Garage,Playground,Park",https://myrealty.am/en/new-build-house-for-sale/Vahakni+District/Vahagni+district/Yerevan/104937,0,0,,,for sale,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"Yerevan, Center, Charents St",Yerevan, Center, Charents St,204000,680,1946.0,300,3,1,1,Stone,3.0,Newly repaired,28.11.2020,06.08.2021,08.05.2022,40.1766089,44.5274222,"46, Չարենցի փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment",https://myrealty.am/en/house-for-sale/Charents+St/Center/Yerevan/104925,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Rostom St",Yerevan, Center, Rostom St,80000,678,1252.0,118,3,2,2,Stone,2.8,Newly repaired,27.11.2020,17.01.2021,08.05.2022,40.16819976,44.5185109,"12/1, Երվանդ Քոչարի փողոց, Կենտրոն, Երևան, 0070, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Sunny,Playground",https://myrealty.am/en/house-for-sale/Rostom+St/Center/Yerevan/104894,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Kotayk, Zovuni, Zovuni dis",Kotayk, Zovuni, Zovuni dis,50000,333,1494.0,150,3,1,1,Stone,2.8,Good,27.11.2020,02.03.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Centralheating,Gas","Eurowindows,Attic,Laminateflooring,Sunny,Closetothebusstation",https://myrealty.am/en/new-build-house-for-sale/Zovuni+dis/Zovuni/Kotayk/104870,0,0,,,for sale,house,myrealty.am,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Avan, Abovyan dis",Yerevan, Avan, Abovyan dis,469000,711,1767.0,660,5,2,3,Monolit,3.0,Newly repaired,26.11.2020,19.09.2021,08.05.2022,40.1809706,44.5159589,"Dalan Art Gallery and Cafe, 12, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Abovyan+dis/Avan/Yerevan/104854,0,0,,,for sale,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Avan, Abovyan dis",Yerevan, Avan, Abovyan dis,410000,621,2038.0,660,5,2,4,Monolit,3.0,Newly repaired,26.11.2020,13.09.2021,08.05.2022,40.1809706,44.5159589,"Dalan Art Gallery and Cafe, 12, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Storageroom,Tile,Parquet,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Abovyan+dis/Avan/Yerevan/104938,0,0,,,for sale,house,bars.am,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1
"Aragatsotn, Ashtarak, Mughni",Aragatsotn, Ashtarak, Mughni,50000,83,2081.0,600,4,1,1,Monolit,3.0,Zero condition,24.11.2020,15.01.2021,08.05.2022,40.3123144,44.3667486,"Աշտարակ, Աշտարակի տարածաշրջան, Արագածոտնի մարզ, 0205, Հայաստան","Electricity,Water,water24/7","Eurowindows,Irondoor,Storageroom,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Mughni/Ashtarak/Aragatsotn/104761,0,0,,,for sale,house,bars.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1
"Yerevan, Malatia-Sebastia, Jivan St",Yerevan, Malatia-Sebastia, Jivan St,45000,300,3416.0,150,4,2,2,Stone,3.2,Newly repaired,23.11.2020,09.04.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Storageroom,Tile,Bilateral",https://myrealty.am/en/house-for-sale/Jivan+St/Malatia-Sebastia/Yerevan/104696,0,0,,,for sale,house,myrealty.am,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Yerevan, Malatia-Sebastia, Haghtanak vill 1 St",Yerevan, Malatia-Sebastia, Haghtanak vill 1 St,173000,577,2003.0,300,4,3,2,Stone,2.8,Good,23.11.2020,02.03.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Openbalcony,Balcony,Storageroom,Attic,Tile,Laminateflooring,Parquet,Securitysystem,Gym,Sunny,View,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Haghtanak+vill+1+St/Malatia-Sebastia/Yerevan/104675,0,0,,,for sale,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"Yerevan, Davtashen, Davtashen 2 district",Yerevan, Davtashen, Davtashen 2 district,220000,367,2485.0,600,5,2,2,Monolit,3.2,Newly repaired,23.11.2020,12.07.2021,08.05.2022,40.2231048,44.4929019,"46/1, Դավթաշենի 2-րդ զանգված, Դավթաշենի 2-րդ թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Storageroom,Attic,Tile,Laminateflooring,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Buildingexistence,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Davtashen+2+district/Davtashen/Yerevan/104682,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
"Yerevan, Malatia-Sebastia, Haghtanak vill 1 St",Yerevan, Malatia-Sebastia, Haghtanak vill 1 St,170000,567,2041.0,300,4,3,2,Stone,2.8,Good,22.11.2020,20.04.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Openbalcony,Balcony,Storageroom,Attic,Basement,Tile,Securitysystem,Gym,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Haghtanak+vill+1+St/Malatia-Sebastia/Yerevan/104655,0,0,,,for sale,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,670000,670,1948.0,1000,5,2,3,Monolit,3.0,Newly repaired,22.11.2020,06.08.2021,08.05.2022,40.220435,44.457267,"Արարատ Վալի քանթրի քլաբ, Աշտարակի խճուղի, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Tile,Laminateflooring,Securitysystem,Sunny,Roadside,Parking",https://myrealty.am/en/new-build-house-for-sale/Vahakni+District/Vahagni+district/Yerevan/104654,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"Yerevan, Avan, Duryan disrtict",Yerevan, Avan, Duryan disrtict,380000,380,2215.0,1000,7,2,1,Stone,3.0,Newly repaired,22.11.2020,12.07.2021,08.05.2022,40.2136269,44.5828304,"29 Duryan, 29, Դուրյան թաղամաս, Ավան, Երևան, 0044, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Irondoor,Swimmingpool,Roadside,Parking,Gate,Fence",https://myrealty.am/en/house-for-sale/Duryan+disrtict/Avan/Yerevan/104651,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"Yerevan, Center, Sisvan St",Yerevan, Center, Sisvan St,180000,600,2199.0,300,4,2,2,Stone,3.0,Newly repaired,22.11.2020,27.03.2021,08.05.2022,40.1772997,44.4931942,"22, Սիսվանի փողոց, Կիլիկիա, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Fireplace,Eurowindows,Storageroom,Attic,Tile,Laminateflooring,Sunny,Roadside,Closetothebusstation,Parking",https://myrealty.am/en/house-for-sale/Sisvan+St/Center/Yerevan/104650,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
