Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Kotayk, Qasakh, Qasakh",Kotayk, Qasakh, Qasakh,92000,153,774.0,600,4,1,1,Stone,2.8,Newly repaired,25.10.2021,25.10.2021,08.05.2022,40.2355256,44.4514419,"9, Վազգեն Սարգսյանի փողոց, Քասախ, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2415, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Tile,Sunny,View,Park",https://myrealty.am/en/house-for-sale/Qasakh/Qasakh/Kotayk/115611,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Nor Norq, Bagrevand district",Yerevan, Nor Norq, Bagrevand district,330000,471,1370.0,700,5,3,3,Monolit,3.0,Newly repaired,25.10.2021,25.10.2021,08.05.2022,40.1924843,44.5863323,"Բագրևանդ, Նոր Նորք, Ջրվեժ, 0089, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Securitysystem,Sunny,View,Gate,Fence",https://myrealty.am/en/house-for-sale/Bagrevand+district/Nor+Norq/Yerevan/115609,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
"Yerevan, Avan, Avan 5 St",Yerevan, Avan, Avan 5 St,130000,260,1125.0,500,4,1,1,Stone,2.8,Newly repaired,25.10.2021,25.10.2021,08.05.2022,40.1471147,44.5168198,"Կենտրոնական զինվորական հիվանդանոց, Նոր Արեշի 5րդ փողոց, Էրեբունի, Երևան, 0075, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Loggia,Balcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Securitysystem,Sunny,Bilateral,Roadside,Closetothebusstation,Garage,Highfirstfloor",https://myrealty.am/en/house-for-sale/Avan+5+St/Avan/Yerevan/115596,0,0,,,for sale,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,1700000,1133,1173.0,1500,7,3,5,Stone,3.0,Newly repaired,24.10.2021,24.10.2021,08.05.2022,40.1890371,44.530844,"73, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Internet,Electricity,Air-conditioner,Gas,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Garage,Gate,Fence,Sauna",https://myrealty.am/en/house-for-sale/Armenak+Armenakyan+St/Norq+Marash/Yerevan/115593,0,0,,,for sale,house,bars.am,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
"Yerevan, Avan, Paruyr Sevak 11",Yerevan, Avan, Paruyr Sevak 11,350000,583,928.0,600,4,3,3,Stone,3.0,Newly repaired,24.10.2021,24.10.2021,08.05.2022,40.2284687,44.5793544,"29, Պարույր Սևակ թաղ 1-ին փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,water24/7","Openbalcony,Attic,Sunny,View,Garage,Park",https://myrealty.am/en/house-for-sale/Paruyr+Sevak+11/Avan/Yerevan/115587,0,0,,,for sale,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Avan, N. Safaryan St",Yerevan, Avan, N. Safaryan St,266000,665,1070.0,400,6,3,3,Stone,3.0,Newly repaired,22.10.2021,22.10.2021,08.05.2022,40.2147569,44.5858367,"77, Գեներալ Սաֆարյանի փողոց, Դուրյան թաղամաս, Ավան, Երևան, 0044, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Hotwater,Gas","Fence,Gate,Buildingexistence,Garage,Roadside,Closetothebusstation,Basement,Openbalcony",https://myrealty.am/en/house-for-sale/N.+Safaryan+St/Avan/Yerevan/115549,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Yerevan, Avan, Avan 14 St 4 alley",Yerevan, Avan, Avan 14 St 4 alley,68000,340,1465.0,200,6,2,2,Stone,3.0,Good,22.10.2021,22.10.2021,08.05.2022,40.1872023,44.515209,"Ժյուլ Բաստիեն Լըպաժ, Մեսրոպ Մաշտոցի պողոտա, Կենտրոն, Երևան, 0009, Հայաստան","Sewerage,Canalization,Irrigation,Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Gate,Garage,Roadside,Sunny,Laminateflooring,Tile,Eurowindows",https://myrealty.am/en/house-for-sale/Avan+14+St+4+alley/Avan/Yerevan/115544,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"Yerevan, Avan, Teryan st",Yerevan, Avan, Teryan st,95000,380,1249.0,250,1,2,1,Other,3.0,Zero condition,22.10.2021,22.10.2021,08.05.2022,40.2141846,44.567041,"10, Ավան 12-րդ փողոց, Ավան, Երևան, 0063, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating",Eurowindows,https://myrealty.am/en/house-for-sale/Teryan+st/Avan/Yerevan/115541,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Avan, Avan 4 St 3 alley",Yerevan, Avan, Avan 4 St 3 alley,225000,804,878.0,280,4,2,2,Stone,2.8,Newly repaired,22.10.2021,22.10.2021,08.05.2022,40.2112039,44.5622492,"1, Ավան 5-րդ փողոց, Ավան, Երևան, 0063, Հայաստան","Heating,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Eurowindows,Openbalcony,Tile,Parquet,Sunny",https://myrealty.am/en/house-for-sale/Avan+4+St+3+alley/Avan/Yerevan/115540,0,0,,,for sale,house,myrealty.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"Yerevan, Avan, Paruyr Sevak dis.",Yerevan, Avan, Paruyr Sevak dis.,150000,333,1144.0,450,4,2,1,Stone,3.0,Newly repaired,22.10.2021,22.10.2021,08.05.2022,40.2284687,44.5793544,"29, Պարույր Սևակ թաղ 1-ին փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Heating,Hotwater,Electricity,Gas,water24/7","Eurowindows,Irondoor,Attic,Basement,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-sale/Paruyr+Sevak+dis./Avan/Yerevan/115535,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Avan, Mher Mkrtchyan",Yerevan, Avan, Mher Mkrtchyan,150000,300,983.0,500,7,2,1,Stone,3.2,Newly repaired,22.10.2021,22.10.2021,08.05.2022,40.174915,44.5120246,"10, Մհեր Մկրտչյան փողոց, Կենտրոն, Երևան, 0010, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Roadside,View,Sunny",https://myrealty.am/en/house-for-sale/Mher+Mkrtchyan/Avan/Yerevan/115520,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Malatia-Sebastia, Israyel Ori St",Yerevan, Malatia-Sebastia, Israyel Ori St,550000,423,1065.0,1300,7,3,3,Stone,3.0,Newly repaired,22.10.2021,22.10.2021,08.05.2022,40.1878159,44.5043063,"42, Պռոշյան փողոց, Կենտրոն, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Irondoor,Openbalcony,Storageroom,Basement,Securitysystem,Gym,Swimmingpool,Sunny,View,Closetothebusstation,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Israyel+Ori+St/Malatia-Sebastia/Yerevan/115519,0,0,,,for sale,house,myrealty.am,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
"Yerevan, Malatia-Sebastia, Haghtanak vill 1 St",Yerevan, Malatia-Sebastia, Haghtanak vill 1 St,112000,280,876.0,400,6,1,1,Stone,3.2,Newly repaired,22.10.2021,22.10.2021,08.05.2022,40.188981,44.4207098,"24, Հաղթանակ 10-րդ փողոց, Հաղթանակ, Մալաթիա-Սեբաստիա, Երևան, 0081, Հայաստան","Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Basement,Tile,Laminateflooring,Roadside,Closetothebusstation,Garage",https://myrealty.am/en/house-for-sale/Haghtanak+vill+1+St/Malatia-Sebastia/Yerevan/115518,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,650000,1477,826.0,440,6,3,4,Stone,2.8,Newly repaired,22.10.2021,22.10.2021,08.05.2022,37.3744075,-96.0811981,"898, 8th Street, Longton, Elk County, Kansas, 67352, United States","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Openbalcony,Basement,Tile,Laminateflooring,Heatedfloor,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Garage,Buildingexistence,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Noy+district/Malatia-Sebastia/Yerevan/115517,0,1,,,for sale,house,bars.am,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1
"Yerevan, Malatia-Sebastia, Shahumyan 16str",Yerevan, Malatia-Sebastia, Shahumyan 16str,350000,350,1039.0,1000,7,3,3,Other,3.8,Newly repaired,22.10.2021,22.10.2021,08.05.2022,37.8187331,-96.849443,"182, East 1st Avenue, El Dorado, Butler County, Kansas, 67042, United States","Heating,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Attic,Tile,Parquet,Securitysystem,Swimmingpool,Sunny,View,Garage,Gate,Fence",https://myrealty.am/en/house-for-sale/Shahumyan+16str/Malatia-Sebastia/Yerevan/115514,0,1,,,for sale,house,bars.am,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1
"Ararat, Metsamor, Vedi",Ararat, Metsamor, Vedi,28000,40,470.0,700,5,1,1,Stone,2.8,Good,21.10.2021,21.10.2021,08.05.2022,39.9137183,44.7199404,"Եղիշե Չարենցի փողոց, Վեդի, Վեդու տարածաշրջան, Արարատի մարզ, 0601, Հայաստան","Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Irondoor,Openbalcony,Storageroom,Basement,Sunny,Gate,Fence",https://myrealty.am/en/house-for-sale/Vedi/Metsamor/Ararat/115668,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"Yerevan, Achapnyak, Silikyan district",Yerevan, Achapnyak, Silikyan district,165000,192,1086.0,860,5,2,2,Stone,2.8,Good,21.10.2021,21.10.2021,08.05.2022,40.2147868,44.4308133,"Սիլիկյան թաղամաս, Աջափնյակ, Երևան, 0029, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Basement,Tile,Parquet,Securitysystem,Sunny,Parking,Garage",https://myrealty.am/en/house-for-sale/Silikyan+district/Achapnyak/Yerevan/115508,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,800000,976,973.0,820,7,4,3,Other,3.0,Good,21.10.2021,21.10.2021,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Sewerage,Canalization,Irrigation,Water,water24/7,Electricity,Air-conditioner,Hotwater,Gas,Heating","Swimmingpool,Fence,Garage,Basement,Balcony,Openbalcony",https://myrealty.am/en/house-for-sale/Noy+district/Malatia-Sebastia/Yerevan/115507,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Yerevan, Davtashen, Davtashen 2 St",Yerevan, Davtashen, Davtashen 2 St,420000,525,1205.0,800,5,3,2,Monolit,3.2,Newly repaired,21.10.2021,19.04.2022,08.05.2022,40.2163481,44.4830954,"27, Դավթաշենի 8-րդ փողոց, Դավթաշեն գյուղ, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Eurowindows,Openbalcony,Balcony,Basement,Tile,Laminateflooring,Heatedfloor,Securitysystem,Sunny,Parking,Gate",https://myrealty.am/en/new-build-house-for-sale/Davtashen+2+St/Davtashen/Yerevan/115506,0,0,,,for sale,house,bars.am,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
"Yerevan, Achapnyak, Fuchik St",Yerevan, Achapnyak, Fuchik St,68000,708,1158.0,96,4,1,2,Stone,2.8,Good,21.10.2021,21.10.2021,08.05.2022,40.1872023,44.515209,"Ժյուլ Բաստիեն Լըպաժ, Մեսրոպ Մաշտոցի պողոտա, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Heatedfloor,Sunny,Closetothebusstation,Parking",https://myrealty.am/en/house-for-sale/Fuchik+St/Achapnyak/Yerevan/115505,0,0,,,for sale,house,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Yerevan, Achapnyak, Zohrap St",Yerevan, Achapnyak, Zohrap St,120000,200,976.0,600,4,2,4,Stone,2.8,Newly repaired,21.10.2021,21.10.2021,08.05.2022,40.1933934,44.4555368,"80, Գրիգոր Զոհրաբ փողոց, Լուկաշին, Աջափնյակ, Երևան, 0031, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Bilateral,Closetothebusstation,View,Sunny,Eurowindows",https://myrealty.am/en/house-for-sale/Zohrap+St/Achapnyak/Yerevan/115500,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Davtashen, Sasna Tsrer St",Yerevan, Davtashen, Sasna Tsrer St,300000,500,891.0,600,4,2,1,Stone,2.8,Newly repaired,21.10.2021,21.10.2021,08.05.2022,40.2140723,44.4897712,"Մեդեսի, 5/1, Սասնա Ծռերի փողոց, Դավթաշեն, Երևան, 0054, Հայաստան","water24/7,Electricity,Gas","Irondoor,Bilateral,Fence,Gate,Garage,View,Sunny,Openbalcony",https://myrealty.am/en/house-for-sale/Sasna+Tsrer+St/Davtashen/Yerevan/115499,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Davtashen, Davtashen 1 St 1 alley",Yerevan, Davtashen, Davtashen 1 St 1 alley,133000,1108,934.0,120,4,2,2,Stone,2.8,Good,21.10.2021,21.10.2021,08.05.2022,40.2097442,44.4932325,"Դավթաշենի կամուրջ, Դավթաշեն, Երևան, 0012, Հայաստան","Water,water24/7,Electricity,Centralheating,Hotwater,Gas,Heating","Irondoor,Garage,Parquet,Tile,Eurowindows,Basement",https://myrealty.am/en/house-for-sale/Davtashen+1+St+1+alley/Davtashen/Yerevan/115497,0,0,,,for sale,house,myrealty.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Yerevan, Davtashen, Davitashen Dzor 1",Yerevan, Davtashen, Davitashen Dzor 1,500000,1250,869.0,400,6,3,2,Monolit,3.2,Newly repaired,21.10.2021,21.10.2021,08.05.2022,40.2138047,44.480637,"22, Դավթաշենի 5-րդ փողոց, Դավթաշեն գյուղ, Դավթաշեն, Երևան, 0048, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Openbalcony,Basement,Securitysystem,Swimmingpool,Garage,Fence",https://myrealty.am/en/new-build-house-for-sale/Davitashen+Dzor+1/Davtashen/Yerevan/115495,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Yerevan, Arabkir, Ghapantsian St",Yerevan, Arabkir, Ghapantsian St,400000,667,1493.0,600,6,2,3,Stone,3.2,Newly repaired,21.10.2021,12.01.2022,08.05.2022,40.2193467,44.5249737,"5/6, Ղափանցյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Heatedfloor,Parking",https://myrealty.am/en/house-for-sale/Ghapantsian+St/Arabkir/Yerevan/115493,0,0,,,for sale,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"Yerevan, Davtashen, Tigran Petrosyan St",Yerevan, Davtashen, Tigran Petrosyan St,420000,667,860.0,630,4,2,2,Stone,3.0,Newly repaired,21.10.2021,21.10.2021,08.05.2022,40.1872023,44.515209,"Ժյուլ Բաստիեն Լըպաժ, Մեսրոպ Մաշտոցի պողոտա, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence,Highfirstfloor",https://myrealty.am/en/new-build-house-for-sale/Tigran+Petrosyan+St/Davtashen/Yerevan/115490,0,0,,,for sale,house,myrealty.am,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"Kotayk, Dzoraghbyur, Yeritasardakan st.",Kotayk, Dzoraghbyur, Yeritasardakan st.,250000,333,587.0,750,7,3,3,Stone,3.0,Newly repaired,20.10.2021,20.10.2021,08.05.2022,40.2004541,44.6345848,"Ձորափի փողոց, Նորավան, Ձորաղբյուր, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2224, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Loggia,Openbalcony,Storageroom,Attic,Basement,Tile,Laminateflooring,Parquet,Securitysystem,Swimmingpool,Sunny,View,Garage,Gate,Fence",https://myrealty.am/en/house-for-sale/Yeritasardakan+st./Dzoraghbyur/Kotayk/115470,0,0,,,for sale,house,bars.am,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1
"Yerevan, Malatia-Sebastia, Haghtanak vill 1 St",Yerevan, Malatia-Sebastia, Haghtanak vill 1 St,90000,450,1204.0,200,4,1,1,Other,2.8,Good,20.10.2021,20.10.2021,08.05.2022,40.188981,44.4207098,"24, Հաղթանակ 10-րդ փողոց, Հաղթանակ, Մալաթիա-Սեբաստիա, Երևան, 0081, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Eurowindows,Tile,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park",https://myrealty.am/en/house-for-sale/Haghtanak+vill+1+St/Malatia-Sebastia/Yerevan/115469,0,0,,,for sale,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,200000,400,7440.0,500,4,1,1,Stone,3.0,Newly repaired,29.10.2015,16.07.2021,08.05.2022,40.2057999,44.5062259,"38, Կոմիտասի պողոտա, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Irondoor,Basement,Tile,Laminateflooring,Sunny,Garage,Fence",https://myrealty.am/en/house-for-sale/Komitas+Ave/Arabkir/Yerevan/11901,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Vahagni district, Araler st",Yerevan, Vahagni district, Araler st,300000,1395,10092.0,215,4,2,2,Monolit,3.0,Newly repaired,28.10.2015,08.07.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Furniture,Equipment,Eurowindows,Sunny,Playground,Garage",https://myrealty.am/en/new-build-house-for-sale/Araler+st/Vahagni+district/Yerevan/11860,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Yerevan, Malatia-Sebastia, Otyan St",Yerevan, Malatia-Sebastia, Otyan St,200000,560,8006.0,357,4,2,1,Stone,2.8,Good,17.10.2015,17.07.2021,08.05.2022,40.18126961,44.45268548,"100, Երվանդ Օտյանի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0065, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Swimmingpool,Garage,Gate",https://myrealty.am/en/house-for-sale/Otyan+St/Malatia-Sebastia/Yerevan/11413,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Yerevan, Arabkir, A.Tigranyan St",Yerevan, Arabkir, A.Tigranyan St,200000,1000,6664.0,200,4,2,2,Stone,3.0,Newly repaired,10.10.2015,06.08.2021,08.05.2022,40.2004982,44.5250425,"36, Արմեն Տիգրանյանի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Air-conditioner,Internet,Hotwater,Gas,Heating","Parking,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-sale/A.Tigranyan+St/Arabkir/Yerevan/11021,0,0,,,for sale,house,bars.am,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Kotayk, Arinj, Arinj",Kotayk, Arinj, Arinj,200000,58,6327.0,3460,4,4,3,Stone,3.2,Good,08.10.2015,11.11.2017,08.05.2022,40.2336869,44.5820672,"29, Առինջի 25-րդ փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2210, Հայաստան","Electricity,water24/7","Openbalcony,Attic,Eurowindows,Sunny,View,Roadside,Garage,Fireplace,Gate,Fence,Bilateral,Irondoor,Swimmingpool",https://myrealty.am/en/house-for-sale/Arinj/Arinj/Kotayk/10722,0,0,,,for sale,house,myrealty.am,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
