Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Listing_type,Property_type,Floors,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,360000,1029,1387.0,350.0,7,3,5,3,Stone,3.2,Good,14.01.2021,18.08.2021,08.05.2022,40.179847,44.5162567,"1, Պուշկինի փողոց, Կենտրոն, Երևան, 010, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas","Fireplace,Irondoor,Openbalcony,Parquet,Heatedfloor,Sunny,Bilateral,Elevator",https://myrealty.am/en/7-bedroom/apartment-for-sale/Pushkin+St/Center/Yerevan/106310,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Yerevan, Achapnyak, Leningradyan St",Yerevan, Achapnyak, Leningradyan St,58000,1450,2284.0,40.0,2,5,6,1,Monolit,3.0,Newly repaired,14.01.2021,24.03.2021,08.05.2022,40.1899877,44.4754384,"18, Լենինգրադյան փողոց, Աջափնյակ, Երևան, 0038, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Leningradyan+St/Achapnyak/Yerevan/106311,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, A.Tigranyan St",Yerevan, Arabkir, A.Tigranyan St,130000,1368,1657.0,95.0,4,12,12,2,Other,2.8,Good,14.01.2021,10.05.2021,08.05.2022,40.2007174,44.5237427,"Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale/A.Tigranyan+St/Arabkir/Yerevan/106307,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Azatutyan Ave",Yerevan, Arabkir, Azatutyan Ave,140000,1667,1682.0,84.0,3,3,5,1,Stone,3.2,Good,13.01.2021,12.04.2021,08.05.2022,40.19931715,44.52016662,"2a, Ազատության պողոտա, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Balcony,Storageroom,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale/Azatutyan+Ave/Arabkir/Yerevan/106289,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1
"Yerevan, Arabkir, Griboedov St",Yerevan, Arabkir, Griboedov St,123000,1732,1239.0,71.0,3,8,14,1,Monolit,3.0,Newly repaired,13.01.2021,06.04.2022,08.05.2022,40.2052633,44.5139784,"2, Գրիբոյեդով փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Water,water24/7,Electricity","Roadside,Eurowindows,Elevator,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Griboedov+St/Arabkir/Yerevan/106280,0,0,for sale,apartment,,bars.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Yerevan, Center, Vazgen Sargsyan St",Yerevan, Center, Vazgen Sargsyan St,1000000,4854,2120.0,206.0,4,9,10,4,Monolit,3.0,Newly repaired,13.01.2021,20.04.2021,08.05.2022,40.1760416,44.5113666,"Պիացա Գրանդե, 10, Վազգեն Սարգսյանի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Vazgen+Sargsyan+St/Center/Yerevan/106253,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,140000,2090,1552.0,67.0,3,2,4,1,Stone,3.0,Good,13.01.2021,12.04.2021,08.05.2022,40.17915234,44.51757572,"5, Վարդանանց փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Irondoor,Openbalcony,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale/Vardanants+St/Center/Yerevan/106239,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
"Yerevan, Erebuni, Sasuntsi Davit St",Yerevan, Erebuni, Sasuntsi Davit St,82000,820,1573.0,100.0,3,1,5,2,Stone,2.8,Newly repaired,12.01.2021,07.05.2021,08.05.2022,40.1550121,44.5126599,"1, Սասունցի Դավիթ փողոց, Էրեբունի, Երևան, 0008, Հայաստան","Heating,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Storageroom,Tile,Parquet,Securitysystem,Sunny,Parking,Playground,Gate,Fence",https://myrealty.am/en/3-bedroom/apartment-for-sale/Sasuntsi+Davit+St/Erebuni/Yerevan/106235,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,155000,3370,1606.0,46.0,1,3,5,1,Stone,2.8,Good,12.01.2021,08.04.2021,08.05.2022,40.1804197,44.5152915,"8, Աբովյան փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Electricity,Air-conditioner,Gas,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Sunny,Roadside,Closetothebusstation",https://myrealty.am/en/1-bedroom/apartment-for-sale/Abovyan+St/Center/Yerevan/106191,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"Yerevan, Center, Vazgen Sargsyan St",Yerevan, Center, Vazgen Sargsyan St,1000000,4854,2175.0,206.0,4,9,10,4,Monolit,3.0,Newly repaired,11.01.2021,25.01.2022,08.05.2022,40.1760416,44.5113666,"Պիացա Գրանդե, 10, Վազգեն Սարգսյանի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Heatedfloor,Securitysystem,Sunny,View,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Vazgen+Sargsyan+St/Center/Yerevan/106178,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1
"Yerevan, Norq Marash, G. Hovsepyan St",Yerevan, Norq Marash, G. Hovsepyan St,78500,1266,1513.0,62.0,2,4,6,1,Monolit,2.8,Newly repaired,10.01.2021,09.12.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/G.+Hovsepyan+St/Norq+Marash/Yerevan/106141,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Kajaznuni St",Yerevan, Center, Kajaznuni St,120000,1224,1307.0,98.0,3,6,9,1,Panel,2.8,Good,22.02.2021,26.04.2021,08.05.2022,40.1697759,44.518935,"6, Քաջազնունի փողոց, Երևան, 0070, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,Bilateral,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Kajaznuni+St/Center/Yerevan/109514,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0
"Yerevan, Center, Northern (Hyusisayin) Ave",Yerevan, Center, Northern (Hyusisayin) Ave,300000,3448,1848.0,87.0,3,3,10,2,Monolit,3.0,Newly repaired,22.02.2021,30.08.2021,08.05.2022,40.1818579,44.5146203,"10, Հյուսիսային պողոտա, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Parquet,Sunny,View,Roadside,Closetothebusstation,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/107622,0,0,for sale,apartment,,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Nor Norq, Mikoyan St",Yerevan, Nor Norq, Mikoyan St,72000,973,1474.0,74.0,3,4,4,1,Panel,2.8,Newly repaired,22.02.2021,17.02.2022,08.05.2022,40.1827371,44.5682016,"17, Արտեմ Միկոյան փողոց, Նոր Նորքի 5 Զանգված, Նոր Նորք, Երևան, 0079, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Storageroom,Attic,Tile,Laminateflooring,Sunny,Roadside,Closetothebusstation,Parking",https://myrealty.am/en/3-bedroom/apartment-for-sale/Mikoyan+St/Nor+Norq/Yerevan/107610,0,0,for sale,apartment,,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
"Yerevan, Arabkir, Keri St",Yerevan, Arabkir, Keri St,55000,1038,1642.0,53.0,2,7,9,1,Panel,2.8,Newly repaired,22.02.2021,26.06.2021,08.05.2022,40.202024,44.4884378,"58, Քեռու փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Electricity,water24/7,Water","Elevator,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/2-bedroom/apartment-for-sale/Keri+St/Arabkir/Yerevan/107601,0,0,for sale,apartment,,bars.am,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Yerevan, Davtashen, Mikoyan St",Yerevan, Davtashen, Mikoyan St,160000,1524,1728.0,105.0,4,8,15,1,Monolit,3.0,Newly repaired,21.02.2021,29.04.2021,08.05.2022,40.2195106,44.5005779,"Եղվարդի խճուղի, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Mikoyan+St/Davtashen/Yerevan/107586,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Orbeli Yeghbayrner St",Yerevan, Arabkir, Orbeli Yeghbayrner St,155000,1703,1535.0,91.0,3,5,9,1,Panel,2.8,Newly repaired,20.02.2021,03.04.2021,08.05.2022,40.1934434,44.4902144,"16, Օրբելի եղբայրների փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/107573,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Lalayants st",Yerevan, Center, Lalayants st,130000,1940,407.0,67.0,3,8,11,1,Panel,2.8,Newly repaired,20.02.2021,19.01.2022,08.05.2022,40.1872023,44.515209,"Ժյուլ Բաստիեն Լըպաժ, Մեսրոպ Մաշտոցի պողոտա, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Lalayants+st/Center/Yerevan/118097,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Davtashen, Davtashen 2 district",Yerevan, Davtashen, Davtashen 2 district,48000,941,866.0,51.0,2,1,14,1,Panel,2.8,Good,20.02.2021,20.02.2021,08.05.2022,40.2231048,44.4929019,"46/1, Դավթաշենի 2-րդ զանգված, Դավթաշենի 2-րդ թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment",https://myrealty.am/en/2-bedroom/apartment-for-sale/Davtashen+2+district/Davtashen/Yerevan/107746,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Orbeli Yeghbayrner St",Yerevan, Arabkir, Orbeli Yeghbayrner St,155000,1703,1693.0,91.0,3,5,9,1,Panel,2.8,Newly repaired,20.02.2021,16.08.2021,08.05.2022,40.1934434,44.4902144,"16, Օրբելի եղբայրների փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/107566,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
"Yerevan, Malatia-Sebastia, Raffi St",Yerevan, Malatia-Sebastia, Raffi St,59999,667,1582.0,90.0,3,4,14,1,Other,2.8,Good,19.02.2021,03.03.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Garage,Heatedfloor,Loggia,Balcony",https://myrealty.am/en/3-bedroom/apartment-for-sale/Raffi+St/Malatia-Sebastia/Yerevan/107546,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Erebuni, Khaghagh Don St",Yerevan, Erebuni, Khaghagh Don St,46000,719,1733.0,64.0,3,10,12,1,Panel,2.8,Zero condition,19.02.2021,19.02.2021,08.05.2022,40.1279642,44.5313625,"1/2, Խաղաղ Դոնի փողոց, Էրեբունի, Երևան, 0087, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water,Sewerage,Canalization","Elevator,Eurowindows,Sunny",https://myrealty.am/en/3-bedroom/apartment-for-sale/Khaghagh+Don+St/Erebuni/Yerevan/107543,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,120000,1935,644.0,62.0,2,6,6,1,Monolit,3.0,Newly repaired,19.02.2021,19.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/107536,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Hr.Kochar St",Yerevan, Arabkir, Hr.Kochar St,90000,1154,1540.0,78.0,3,3,5,1,Stone,2.8,Good,19.02.2021,18.03.2021,08.05.2022,40.2014573,44.5025196,"22, Հրաչյա Քոչար փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale/Hr.Kochar+St/Arabkir/Yerevan/107522,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,115000,1533,1786.0,75.0,3,5,18,1,Monolit,3.0,Newly repaired,19.02.2021,27.06.2021,08.05.2022,40.2101185,44.5292679,"Eraz Business Center, 27/3, Ազատության պողոտա, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/107509,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,125000,1524,1638.0,82.0,3,8,18,1,Monolit,3.0,Newly repaired,19.02.2021,27.06.2021,08.05.2022,40.2101185,44.5292679,"Eraz Business Center, 27/3, Ազատության պողոտա, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/107508,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Yekmalyan St",Yerevan, Center, Yekmalyan St,260000,3250,541.0,80.0,3,6,18,1,Monolit,3.0,Newly repaired,19.02.2021,25.01.2022,08.05.2022,40.1841473,44.5091566,"5, Եկմալյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Yekmalyan+St/Center/Yerevan/115745,0,0,for sale,apartment,,bars.am,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Qanaqer-Zeytun, Z. Sarkavag St",Yerevan, Qanaqer-Zeytun, Z. Sarkavag St,59900,644,1787.0,93.0,4,7,9,1,Panel,2.8,Good,19.02.2021,13.04.2021,08.05.2022,40.2333838,44.55544638,"128b, Զաքարիա Սարկավագի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0091, Հայաստան","Internet,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Irondoor,Balcony,Storageroom,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale/Z.+Sarkavag+St/Qanaqer-Zeytun/Yerevan/107500,0,0,for sale,apartment,,bars.am,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1
"Yerevan, Arabkir, N. Tigranyan St",Yerevan, Arabkir, N. Tigranyan St,80000,1067,1503.0,75.0,3,5,5,1,Stone,2.8,Newly repaired,18.02.2021,03.04.2021,08.05.2022,40.2103966,44.5206386,"10, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale/N.+Tigranyan+St/Arabkir/Yerevan/107485,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Koryun St",Yerevan, Center, Koryun St,195000,1444,1539.0,135.0,4,3,6,2,Stone,3.0,Good,18.02.2021,22.04.2021,08.05.2022,40.1893702,44.5228793,"10, Կորյունի փողոց, Երևան, 0009, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Balcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/4-bedroom/apartment-for-sale/Koryun+St/Center/Yerevan/107478,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,85000,1771,1179.0,48.0,2,15,17,1,Other,3.0,Newly repaired,18.02.2021,01.07.2021,08.05.2022,40.2035902,44.4993142,"15, Կոմիտասի պողոտա, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Openbalcony,Roadside,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/112230,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"Yerevan, Center, Dzorap St",Yerevan, Center, Dzorap St,280000,2314,1661.0,121.0,3,3,15,2,Monolit,3.0,Newly repaired,18.02.2021,17.08.2021,08.05.2022,40.1821316,44.4970912,"40, Ձորափի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Heatedfloor,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Dzorap+St/Center/Yerevan/107457,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Charents St",Yerevan, Center, Charents St,280000,1867,1548.0,150.0,3,4,10,3,Monolit,3.0,Newly repaired,18.02.2021,26.08.2021,08.05.2022,40.1802308,44.5274217,"22, Չարենցի փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Charents+St/Center/Yerevan/107456,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
