Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Listing_type,Property_type,Floors,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Davtashen, Davtashen 2 district",Yerevan, Davtashen, Davtashen 2 district,115000,1554,477.0,74.0,4,14,15,2,Monolit,2.8,Newly repaired,12.02.2022,12.02.2022,08.05.2022,40.2231108,44.4928745,"46/1, Դավթաշենի 2-րդ զանգված, Դավթաշենի 2-րդ թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Elevator,Furniture",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Davtashen+2+district/Davtashen/Yerevan/118883,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Davtashen, Davtashen 2 district",Yerevan, Davtashen, Davtashen 2 district,89000,1618,470.0,55.0,2,4,15,1,Monolit,3.0,Newly repaired,12.02.2022,26.03.2022,08.05.2022,40.2231108,44.4928745,"46/1, Դավթաշենի 2-րդ զանգված, Դավթաշենի 2-րդ թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Elevator,Balcony,Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Davtashen+2+district/Davtashen/Yerevan/118880,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,160000,1455,537.0,110.0,4,4,5,2,Stone,3.2,Good,12.02.2022,12.02.2022,08.05.2022,40.2026959,44.497693,"9, Կոմիտասի պողոտա, Արաբկիր, Երևան, 0012, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Openbalcony,Equipment,Furniture",https://myrealty.am/en/4-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/118877,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Qanaqer-Zeytun, A.Aharonyan St",Yerevan, Qanaqer-Zeytun, A.Aharonyan St,127500,1004,615.0,127.0,4,15,15,3,Monolit,3.0,Zero condition,12.02.2022,12.02.2022,08.05.2022,40.2054775,44.5348289,"3/6, Ավետիս Ահարոնյանի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0014, Հայաստան","Electricity,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/A.Aharonyan+St/Qanaqer-Zeytun/Yerevan/118875,0,0,for sale,apartment,,myrealty.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
"Yerevan, Qanaqer-Zeytun, A.Aharonyan St",Yerevan, Qanaqer-Zeytun, A.Aharonyan St,140000,1400,460.0,100.0,3,14,15,2,Monolit,3.0,Newly repaired,12.02.2022,16.03.2022,08.05.2022,40.2066288,44.5316654,"14, Ներսիսյան փակուղի, Քանաքեռ-Զեյթուն, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Bilateral,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/A.Aharonyan+St/Qanaqer-Zeytun/Yerevan/118874,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Avan, Avan-Arinj 2 micro",Yerevan, Avan, Avan-Arinj 2 micro,53000,791,445.0,67.0,2,3,9,1,Panel,2.8,Good,11.02.2022,11.02.2022,08.05.2022,40.2336693,44.5820137,"29, Առինջի 25-րդ փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2210, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Gas","Irondoor,Tile,Eurowindows",https://myrealty.am/en/2-bedroom/apartment-for-sale/Avan-Arinj+2+micro/Avan/Yerevan/118867,0,0,for sale,apartment,,bars.am,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,200000,3333,650.0,60.0,2,8,15,1,Monolit,3.0,Newly repaired,11.02.2022,11.02.2022,08.05.2022,40.1829003,44.507531,"89, Բյուզանդի փողոց, Երևան, 0002, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/118860,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Orbeli Yeghbayrner St",Yerevan, Arabkir, Orbeli Yeghbayrner St,100000,1887,580.0,53.0,2,2,9,1,Monolit,3.0,Newly repaired,11.02.2022,20.03.2022,08.05.2022,40.1933576,44.4927759,"31, Օրբելի եղբայրների փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/118855,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Qanaqer-Zeytun, A.Aharonyan St",Yerevan, Qanaqer-Zeytun, A.Aharonyan St,126500,996,468.0,127.0,4,15,15,3,Monolit,3.0,Zero condition,10.02.2022,15.03.2022,08.05.2022,40.2054775,44.5348289,"3/6, Ավետիս Ահարոնյանի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0014, Հայաստան","Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Storageroom,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/A.Aharonyan+St/Qanaqer-Zeytun/Yerevan/118869,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
"Yerevan, Qanaqer-Zeytun, Sevak St",Yerevan, Qanaqer-Zeytun, Sevak St,97000,1492,595.0,65.0,2,11,15,1,Monolit,3.0,Newly repaired,10.02.2022,05.03.2022,08.05.2022,40.2089903,44.5344792,"Քանաքեռ-Զեյթուն, Երևան, 0014, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Sevak+St/Qanaqer-Zeytun/Yerevan/118824,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, N. Tigranyan St",Yerevan, Arabkir, N. Tigranyan St,97000,1169,475.0,83.0,3,2,3,1,Stone,3.0,Newly repaired,10.02.2022,10.02.2022,08.05.2022,40.2103966,44.5206386,"10, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating",Balcony,https://myrealty.am/en/3-bedroom/apartment-for-sale/N.+Tigranyan+St/Arabkir/Yerevan/118819,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, G.Lusavorich St",Yerevan, Center, G.Lusavorich St,130000,1300,441.0,100.0,3,4,4,1,Stone,3.2,Zero condition,10.02.2022,10.02.2022,08.05.2022,40.176502,44.5038091,"17, Գրիգոր Լուսավորչի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Closetothebusstation,View,Sunny,Tile,Eurowindows",https://myrealty.am/en/3-bedroom/apartment-for-sale/G.Lusavorich+St/Center/Yerevan/118814,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Nor Norq, Gyuliqevxyan alley",Yerevan, Nor Norq, Gyuliqevxyan alley,52000,1083,338.0,48.0,2,4,5,1,Stone,2.8,Newly repaired,10.02.2022,10.02.2022,08.05.2022,37.0586882,-95.713312,"304, West Elm Street, Dearing, Montgomery County, Kansas, 67340, United States","Sewerage,Canalization,Water,water24/7,Electricity,Gas,Heating","Irondoor,Laminateflooring,Tile,Eurowindows",https://myrealty.am/en/2-bedroom/apartment-for-sale/Gyuliqevxyan+alley/Nor+Norq/Yerevan/118813,0,1,for sale,apartment,,myrealty.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Qanaqer-Zeytun, Sevak St",Yerevan, Qanaqer-Zeytun, Sevak St,85000,1574,497.0,54.0,2,2,15,1,Monolit,3.0,Newly repaired,10.02.2022,25.04.2022,08.05.2022,40.2126881,44.5325053,"Ինֆորմատիկայի և ավտոմատացման պրոբլեմների ինստիտուտ, 1, Սևակի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0014, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Eurowindows,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Sevak+St/Qanaqer-Zeytun/Yerevan/118811,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Arabkir, N. Tigranyan dead end",Yerevan, Arabkir, N. Tigranyan dead end,155000,1667,550.0,93.0,4,5,12,2,Other,3.0,Newly repaired,10.02.2022,10.02.2022,08.05.2022,40.2047535,44.5198573,"3, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0037, Հայաստան","Water,water24/7,Electricity,Centralheating,Hotwater,Heating","Parking,Garage,Playground,Closetothebusstation,View,Sunny,Eurowindows,Elevator,Openbalcony",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/N.+Tigranyan+dead+end/Arabkir/Yerevan/118809,0,0,for sale,apartment,,bars.am,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,327000,2702,539.0,121.0,4,1,6,2,Monolit,3.0,Newly repaired,10.02.2022,10.02.2022,08.05.2022,40.1939961,44.5090378,"158, Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Balcony,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/118807,0,0,for sale,apartment,,bars.am,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
"Yerevan, Arabkir, N. Tigranyan dead end",Yerevan, Arabkir, N. Tigranyan dead end,98000,1241,458.0,79.0,3,1,12,2,Monolit,3.2,Zero condition,10.02.2022,10.02.2022,08.05.2022,40.2057056,44.5199682,"7, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Electricity,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Sunny,View,Roadside,Parking,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/N.+Tigranyan+dead+end/Arabkir/Yerevan/118806,0,0,for sale,apartment,,myrealty.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"Yerevan, Arabkir, N. Tigranyan dead end",Yerevan, Arabkir, N. Tigranyan dead end,98000,1241,471.0,79.0,3,3,12,2,Monolit,3.2,Zero condition,10.02.2022,10.02.2022,08.05.2022,40.2099477,44.5208611,"10, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Electricity,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Sunny,View,Roadside,Parking,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/N.+Tigranyan+dead+end/Arabkir/Yerevan/118804,0,0,for sale,apartment,,myrealty.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"Yerevan, Arabkir, Baghramyan av(Arabkir)",Yerevan, Arabkir, Baghramyan av(Arabkir),540000,3034,593.0,178.0,3,4,17,3,Monolit,3.0,Newly repaired,10.02.2022,14.04.2022,08.05.2022,40.1922371,44.5041657,"Մարշալ Բաղրամյանի արձան, Մարշալ Բաղրամյան պողոտա, Կենտրոն, Երևան, 0019, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/118802,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,128000,1542,586.0,83.0,4,5,7,1,Panel,2.8,Good,10.02.2022,10.02.2022,08.05.2022,40.1783803,44.5255696,"35, Սայաթ-Նովայի պողոտա, Կենտրոն, Երևան, 0025, Հայաստան","water24/7,Electricity,Gas","Closetothebusstation,Sunny,Elevator,Openbalcony",https://myrealty.am/en/4-bedroom/apartment-for-sale/Sayat-Nova+Ave/Center/Yerevan/118801,0,0,for sale,apartment,,bars.am,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Arabkir, Shirvanzade St",Yerevan, Arabkir, Shirvanzade St,100000,1250,388.0,80.0,3,6,7,1,Stone,2.8,Good,09.02.2022,02.03.2022,08.05.2022,40.2084088,44.5252418,"11, Շիրվանզադեի փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Gas,Hotwater,Electricity,water24/7,Water","Balcony,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Shirvanzade+St/Arabkir/Yerevan/119402,0,0,for sale,apartment,,bars.am,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,200000,2000,658.0,100.0,3,9,12,2,Panel,3.0,Newly repaired,09.02.2022,28.02.2022,08.05.2022,40.1842472,44.5120259,"38, Մեսրոպ Մաշտոցի պողոտա, Երևան, 0002, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating",Openbalcony,https://myrealty.am/en/3-bedroom/apartment-for-sale/Mashtots+Ave/Center/Yerevan/118785,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, E. Qochar St",Yerevan, Center, E. Qochar St,113000,1413,319.0,80.0,3,4,13,1,Panel,2.8,Good,09.02.2022,09.02.2022,08.05.2022,40.1698507,44.517956,"13, Երվանդ Քոչարի փողոց, Կենտրոն, Երևան, 0070, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Hotwater,Gas","Irondoor,Roadside,Parquet,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-sale/E.+Qochar+St/Center/Yerevan/118784,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Yerevan, Center, Heratsi St",Yerevan, Center, Heratsi St,225000,1184,371.0,190.0,6,7,7,2,Stone,2.8,Good,09.02.2022,09.02.2022,08.05.2022,40.1917459,44.5304932,"1/4, Մյասնիկյանի պողոտա, Երևան, 0011, Հայաստան","Water,water24/7,Electricity,Air-conditioner,Hotwater,Gas,Heating","Bilateral,Sunny,Elevator,Openbalcony,Equipment,Furniture",https://myrealty.am/en/6-bedroom/apartment-for-sale/Heratsi+St/Center/Yerevan/118783,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Qanaqer-Zeytun, K. Ulnetsi St",Yerevan, Qanaqer-Zeytun, K. Ulnetsi St,90000,1169,452.0,77.0,3,1,5,1,Stone,2.8,Newly repaired,09.02.2022,09.02.2022,08.05.2022,40.2042743,44.5350349,"ԵՐԵՎԱՆԻ ՌՈԲԵՐՏ ԱԲԱՋՅԱՆԻ ԱՆՎԱՆ ԹԻՎ 147 ՀԻՄՆԱԿԱՆ ԴՊՐՈՑ, 1, Կարապետ Ուլնեցու փողոց, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating",Basement,https://myrealty.am/en/3-bedroom/apartment-for-sale/K.+Ulnetsi+St/Qanaqer-Zeytun/Yerevan/118782,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, A.Tigranyan St",Yerevan, Arabkir, A.Tigranyan St,58000,1318,537.0,44.0,2,5,9,1,Panel,2.8,Newly repaired,09.02.2022,09.02.2022,08.05.2022,40.2007174,44.5237427,"Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Elevator,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-sale/A.Tigranyan+St/Arabkir/Yerevan/118770,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Center, Yekmalyan St",Yerevan, Center, Yekmalyan St,350000,2381,1294.0,147.0,4,2,13,2,Monolit,3.0,Newly repaired,09.06.2021,22.08.2021,08.05.2022,40.1847209,44.5085348,"16, Եկմալյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Parquet,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Yekmalyan+St/Center/Yerevan/111372,0,0,for sale,apartment,,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,138000,1423,1295.0,97.0,3,13,14,1,Monolit,3.0,Newly repaired,08.06.2021,08.06.2021,08.05.2022,40.2164834,44.5512784,"Աթենք մսամթերք, 59, Ծարավ Աղբյուրի փողոց, Ավան, Երևան, 0052, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/111355,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,102000,1500,1231.0,68.0,2,12,18,1,Monolit,3.0,Newly repaired,08.06.2021,04.09.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/N.+Zaryan+St/Arabkir/Yerevan/111352,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,260000,2600,1813.0,100.0,3,2,5,2,Monolit,3.0,Newly repaired,08.06.2021,22.08.2021,08.05.2022,40.1939961,44.5090378,"158, Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Gym,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/111344,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1
"Yerevan, Shengavit, Artashisyan St",Yerevan, Shengavit, Artashisyan St,60000,968,1280.0,62.0,2,5,9,1,Panel,2.8,Good,07.06.2021,29.01.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Tile,Laminateflooring,Sunny,Closetothebusstation,Parking,Playground,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale/Artashisyan+St/Shengavit/Yerevan/111333,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Yerevan, Shengavit, Shirak 4 alley",Yerevan, Shengavit, Shirak 4 alley,56000,496,1342.0,113.0,4,3,4,1,Stone,2.8,Good,07.06.2021,16.09.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,Closetothebusstation,Parking,Playground",https://myrealty.am/en/4-bedroom/apartment-for-sale/Shirak+4+alley/Shengavit/Yerevan/111329,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,180000,2195,1561.0,82.0,3,3,5,1,Monolit,3.0,Newly repaired,07.06.2021,16.08.2021,08.05.2022,40.1936828,44.5065926,"186, Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Securitysystem,Sunny,View,Bilateral,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/111328,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
