Location,Region,District,Street,Price,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floors,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Center, Northern (Hyusisayin) Ave",Yerevan, Center, Northern (Hyusisayin) Ave,2500.0,2891.0,120,3,7,9,2,Monolit,2.8,Good,03.09.2019,01.05.2020,08.05.2022,40.1830497,44.51518,"3, Հյուսիսային պողոտա, Երևան, 010, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Centralheating,Air-conditioner,Internet,Hotwater,Gas,Heating","Laminateflooring,Heatedfloor,Eurowindows,Elevator,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/83700,0,,0,,for rent,apartment,bars.am,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Baghramyan Ave (Kentron)",Yerevan, Center, Baghramyan Ave (Kentron),500.0,1593.0,65,2,3,9,1,Panel,2.8,Good,02.09.2019,20.12.2020,08.05.2022,40.1922371,44.5041657,"Մարշալ Բաղրամյանի արձան, Մարշալ Բաղրամյան պողոտա, Կենտրոն, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/103780,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,700.0,2454.0,55,2,4,12,1,Panel,2.8,Newly repaired,02.09.2019,24.03.2020,08.05.2022,40.180282,44.5221626,"20, Սայաթ-Նովայի պողոտա, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Sayat-Nova+Ave/Center/Yerevan/83662,0,,0,,for rent,apartment,myrealty.am,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Hr.Kochar St",Yerevan, Arabkir, Hr.Kochar St,842.0,2883.0,131,3,11,14,1,Monolit,3.0,Newly repaired,02.09.2019,24.03.2020,08.05.2022,40.2039716,44.5074682,"41, Հրաչյա Քոչար փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Hr.Kochar+St/Arabkir/Yerevan/83657,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Charents St",Yerevan, Center, Charents St,421.0,2822.0,65,2,4,5,1,Stone,3.2,Good,02.09.2019,24.03.2020,08.05.2022,40.1809267,44.5278803,"23/2, Չարենցի փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/2-bedroom/apartment-for-rent/Charents+St/Center/Yerevan/83645,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, V.Papazyan St",Yerevan, Arabkir, V.Papazyan St,500.0,2759.0,100,3,3,5,1,Stone,3.0,Good,02.09.2019,24.03.2020,08.05.2022,40.2051305,44.5013768,"21, Վահրամ Փափազյան փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-rent/V.Papazyan+St/Arabkir/Yerevan/83635,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Sundukyan St",Yerevan, Arabkir, Sundukyan St,400.0,1844.0,67,3,7,12,1,Panel,2.8,Good,17.09.2020,17.09.2020,08.05.2022,40.2012397,44.5031338,"27, Սունդուկյան փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Internet,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Sundukyan+St/Arabkir/Yerevan/102810,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,1300.0,1595.0,200,3,3,3,2,Stone,2.8,Good,16.09.2020,13.04.2021,08.05.2022,40.1873498,44.5102557,"41, Թումանյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/102783,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,1300.0,654.0,210,5,3,4,2,Stone,3.2,Newly repaired,16.09.2020,16.09.2020,08.05.2022,40.1873498,44.5102557,"41, Թումանյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/5-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/102784,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Kristapor St",Yerevan, Center, Kristapor St,463.0,1956.0,100,4,3,3,1,Stone,2.8,Good,16.09.2020,16.09.2020,08.05.2022,40.1632371,44.5050706,"1/3, Քրիստափորի փողոց, Շենգավիթ, Երևան, 0023, Հայաստան","Heating,Gas,Air-conditioner,Electricity,water24/7,Water,Sewerage,Canalization","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Irondoor",https://myrealty.am/en/4-bedroom/apartment-for-rent/Kristapor+St/Center/Yerevan/102781,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, M.Khorenatsi St",Yerevan, Center, M.Khorenatsi St,650.0,1806.0,48,2,4,13,1,Monolit,2.8,Newly repaired,15.09.2020,15.09.2020,08.05.2022,40.1691733,44.5134553,"Երվանդ Քոչարի փողոց, Կենտրոն, Երևան, 0018, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/M.Khorenatsi+St/Center/Yerevan/102705,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,500.0,1655.0,68,2,9,11,1,Panel,2.8,Good,14.09.2020,03.01.2021,08.05.2022,40.1816428,44.5069833,"18, Ամիրյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Amiryan+St/Center/Yerevan/102686,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,700.0,2003.0,57,2,4,9,1,Monolit,2.8,Good,14.09.2020,20.04.2021,08.05.2022,40.1939961,44.5090378,"158, Անտառային փողոց, Երևան, 0077, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Antarayin+St/Center/Yerevan/102683,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Argishti St",Yerevan, Center, Argishti St,450.0,2028.0,53,2,2,14,1,Monolit,2.8,Good,14.09.2020,14.09.2020,08.05.2022,40.1746332,44.5040456,"Երևւանի քաղաքապետարան, Արգիշտի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Argishti+St/Center/Yerevan/102676,0,,0,,for rent,apartment,bars.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,450.0,1639.0,73,2,9,10,1,Panel,2.8,Good,14.09.2020,14.09.2020,08.05.2022,40.1792116,44.5176088,"5, Վարդանանց փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Vardanants+St/Center/Yerevan/102651,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, D. Demirchyan St",Yerevan, Center, D. Demirchyan St,1500.0,1923.0,180,4,4,4,2,Stone,3.2,Newly repaired,12.09.2020,30.07.2021,08.05.2022,40.1877454,44.5077821,"17, Դերենիկ Դեմիրճյանի փողոց, Կենտրոն, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/4-bedroom/apartment-for-rent/D.+Demirchyan+St/Center/Yerevan/102625,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Argishti St",Yerevan, Center, Argishti St,316.0,2280.0,50,2,5,13,1,Monolit,2.8,Newly repaired,12.09.2020,12.09.2020,08.05.2022,40.1739456,44.5023327,"Yerevan Ararat Wine Brandy Vodka FactoryԵրեվանի Արարատ Կոնյակի-Գինու-Օղու Կոմբինատ, 9, Արգիշտի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Argishti+St/Center/Yerevan/102624,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,337.0,2407.0,41,1,2,10,1,Panel,2.8,Good,12.09.2020,12.09.2020,08.05.2022,40.1816428,44.5069833,"18, Ամիրյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring",https://myrealty.am/en/1-bedroom/apartment-for-rent/Amiryan+St/Center/Yerevan/102622,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Arabkir, Artsruni St",Yerevan, Arabkir, Artsruni St,421.0,1878.0,60,2,4,5,1,Stone,2.8,Newly repaired,12.09.2020,12.09.2020,08.05.2022,40.2023133,44.5008961,"Գրիգոր Արծրունու փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Balcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/2-bedroom/apartment-for-rent/Artsruni+St/Arabkir/Yerevan/102619,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,600.0,1594.0,68,2,9,11,2,Panel,2.8,Newly repaired,12.09.2020,04.12.2020,08.05.2022,40.20157464,44.30648281,"Վաղարշապատի տարածաշրջան, Արմավիրի մարզ, 1108, Հայաստան","Heating,Internet,Hotwater,Air-conditioner,Gas","Furniture,Equipment,Eurowindows,Balcony,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Amiryan+St/Center/Yerevan/102618,0,,0,,for rent,apartment,myrealty.am,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,421.0,2355.0,91,3,6,8,2,Monolit,2.8,Newly repaired,11.09.2020,11.09.2020,08.05.2022,40.210442,44.5287939,"ԵՐԱԶ բիզնես կենտրոն 2-րդ մասնաշենք, 2, Նիկողայոս Ադոնցի փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Gas,Electricity,water24/7,Water,Sewerage,Canalization","Eurowindows,Tile,Laminateflooring,Irondoor",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Adonts+St/Arabkir/Yerevan/102595,0,,0,,for rent,apartment,bars.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Arabkir, A. Khachatrian St",Yerevan, Arabkir, A. Khachatrian St,421.0,1892.0,73,3,1,5,1,Stone,2.8,Good,11.09.2020,11.09.2020,08.05.2022,40.2081268,44.5048099,"31, Արամ Խաչատրյանի փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Gas,Electricity,water24/7,Water,Sewerage,Canalization","Furniture,Equipment,Highfirstfloor,Eurowindows,Tile,Laminateflooring,Irondoor",https://myrealty.am/en/3-bedroom/apartment-for-rent/A.+Khachatrian+St/Arabkir/Yerevan/102588,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,1500.0,1921.0,170,4,7,23,2,Monolit,3.0,Newly repaired,11.09.2020,11.09.2020,08.05.2022,40.1791879,44.5172503,"2, Վարդանանց փողոց, Կենտրոն, Երևան, 010, Հայաստան","Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Heatedfloor,Roadside,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Vardanants+St/Center/Yerevan/102576,0,,0,,for rent,apartment,bars.am,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"Yerevan, Nor Norq, Minsk St",Yerevan, Nor Norq, Minsk St,316.0,2421.0,55,3,2,3,1,Monolit,2.8,Good,11.09.2020,11.09.2020,08.05.2022,40.1784035,44.5773416,"Մինսկի փողոց, Նոր Նորքի 8-րդ զանգված, Նոր Նորք, Երևան, 0049, Հայաստան","Heating,Gas,Electricity,water24/7,Water,Sewerage,Canalization","Openbalcony,Eurowindows,Tile,Irondoor",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Minsk+St/Nor+Norq/Yerevan/102570,0,,0,,for rent,apartment,bars.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, E. Qochar St",Yerevan, Center, E. Qochar St,520.0,1474.0,107,3,7,9,1,Panel,2.8,Good,10.09.2020,10.09.2020,08.05.2022,40.1728787,44.5205314,"1, Երվանդ Քոչարի փողոց, Կենտրոն, Երևան, 0070, Հայաստան","Heating,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/E.+Qochar+St/Center/Yerevan/102560,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,400.0,1802.0,80,3,8,10,1,Panel,2.8,Newly repaired,10.09.2020,10.09.2020,08.05.2022,40.1726417,44.5212675,"22, Վարդանանց փողոց, Կենտրոն, Երևան, 0070, Հայաստան","Electricity,water24/7,Water","Eurowindows,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Roadside,Park",https://myrealty.am/en/3-bedroom/apartment-for-rent/Vardanants+St/Center/Yerevan/102551,0,,0,,for rent,apartment,bars.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,550.0,1689.0,65,3,4,5,1,Stone,3.0,Newly repaired,10.09.2020,28.09.2020,08.05.2022,40.1851743,44.5201526,"21, Աբովյան փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/3-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/102550,0,,0,,for rent,apartment,myrealty.am,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Tigran Mets Ave",Yerevan, Center, Tigran Mets Ave,316.0,2172.0,45,2,6,6,1,Monolit,2.8,Newly repaired,10.09.2020,10.09.2020,08.05.2022,40.1752166,44.514084,"5, Տիգրան Մեծի պողոտա, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Tigran+Mets+Ave/Center/Yerevan/102529,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,650.0,1917.0,105,3,3,10,1,Monolit,2.8,Good,09.09.2020,09.09.2020,08.05.2022,40.179474,44.5135437,"3, Արամի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Aram+St/Center/Yerevan/102485,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Malatia-Sebastia, Z.Andranik St",Yerevan, Malatia-Sebastia, Z.Andranik St,337.0,1807.0,83,3,5,9,1,Panel,2.8,Newly repaired,09.09.2020,09.09.2020,08.05.2022,40.1659682,44.4421212,"148/2, Զորավար Անդրանիկի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0004, Հայաստան","Heating,Gas,Electricity,water24/7,Water,Sewerage,Canalization","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Irondoor",https://myrealty.am/en/3-bedroom/apartment-for-rent/Z.Andranik+St/Malatia-Sebastia/Yerevan/102468,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Arabkir, Vratsakan St",Yerevan, Arabkir, Vratsakan St,473.0,1788.0,75,3,2,5,1,Stone,2.8,Good,09.09.2020,07.12.2020,08.05.2022,40.2059083,44.5107083,"8, Վրացական փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring",https://myrealty.am/en/3-bedroom/apartment-for-rent/Vratsakan+St/Arabkir/Yerevan/102457,0,,0,,for rent,apartment,bars.am,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Koghbatsi St",Yerevan, Center, Koghbatsi St,2500.0,2048.0,121,3,17,18,2,Monolit,3.0,Newly repaired,08.09.2020,15.01.2021,08.05.2022,40.1805207,44.5098893,"20, Եզնիկ Կողբացու փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Koghbatsi+St/Center/Yerevan/102463,0,,0,,for rent,apartment,myrealty.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,700.0,1644.0,95,3,2,9,1,Panel,2.8,Newly repaired,08.09.2020,08.09.2020,08.05.2022,40.1847105,44.5092319,"43, Պուշկինի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Pushkin+St/Center/Yerevan/102443,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Koghbatsi St",Yerevan, Center, Koghbatsi St,700.0,1848.0,46,2,13,18,1,Monolit,3.0,Newly repaired,08.09.2020,08.09.2020,08.05.2022,40.1805207,44.5098893,"20, Եզնիկ Կողբացու փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Koghbatsi+St/Center/Yerevan/102436,0,,0,,for rent,apartment,myrealty.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
